the_geom,apn,name,Address,LandmarkNo,YearDesignated,DesignationDocument,Photo,PIMLink
"MULTIPOLYGON (((-122.42920159827503 37.76667577636613, -122.42944575611665 37.76687034379148, -122.42932320640074 37.766967254735164, -122.42907904765985 37.76677268730981, -122.42920159827503 37.76667577636613)))",3543012,New Era Hall,2117-2123 Market Street,277,2018,https://sfplanninggis.org/docs/landmarks_and_districts/LM277.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/277.jpg,https://sfplanninggis.org/pim?search=3543/012
"MULTIPOLYGON (((-122.39579560188542 37.78748412259432, -122.39597836301095 37.78763037034548, -122.39553131092117 37.787982450429865, -122.39534854979564 37.7878361999808, -122.39579560188542 37.78748412259432)))",3736006,Phillips Building,234-246 1st Street,278,2018,https://sfplanninggis.org/docs/landmarks_and_districts/LM278.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/278.jpg,https://sfplanninggis.org/pim?search=3736/006
"MULTIPOLYGON (((-122.39584964124788 37.72058104108231, -122.39595017825803 37.72046933269371, -122.39624779270139 37.72063822897121, -122.39618705518836 37.720772522034395, -122.39584964124788 37.72058104108231)))",4968032,Arthur H. Coleman Medical Center,6301 3rd Street,279,2018,https://sfplanninggis.org/docs/landmarks_and_districts/LM279.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/279.jpg,https://sfplanninggis.org/pim?search=4968/032
"MULTIPOLYGON (((-122.39392265400716 37.778082119794135, -122.39411146217412 37.77823326255515, -122.39384115564474 37.778447892956024, -122.39365234837709 37.77829674929569, -122.39392265400716 37.778082119794135)))",3787018,New Pullman Hotel,228-248 Townsend Street,280,2018,https://sfplanninggis.org/docs/landmarks_and_districts/LM280.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/280.jpg,https://sfplanninggis.org/pim?search=3787/018
"MULTIPOLYGON (((-122.41357960721302 37.769947000054174, -122.41351955228544 37.770039138295715, -122.41347252223903 37.77010783930547, -122.4132621726111 37.77001633328729, -122.41329153727452 37.76997037163551, -122.4133140814796 37.76993329528551, -122.41333580820088 37.76989591136737, -122.41335670934455 37.76985823337094, -122.41357960721302 37.769947000054174)))",3522014,San Francsico Eagle Bar,396-398 12th Street,295,2021,https://sfplanninggis.org/docs/landmarks_and_districts/LM295.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/295.jpg,https://sfplanninggis.org/pim?search=3522/014
"MULTIPOLYGON (((-122.39819558485829 37.779188574593206, -122.39826359878595 37.77924272637085, -122.39806677316295 37.77939721371058, -122.39799875833592 37.779343062832254, -122.39819558485829 37.779188574593206)))",3777001,Hotel Utah,500-504 4th Street,282,2018,https://sfplanninggis.org/docs/landmarks_and_districts/LM282.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/282.jpg,https://sfplanninggis.org/pim?search=3777/001
"MULTIPOLYGON (((-122.43405285435563 37.76509037322228, -122.43422532723696 37.76507993389197, -122.43425554086042 37.76539485219081, -122.43416930397012 37.76540007185599, -122.43408306707977 37.7654052906218, -122.43405285435563 37.76509037322228)))",3561060,Benedict-Gieling House,22 Beaver Street,284,2019,https://sfplanninggis.org/docs/landmarks_and_districts/LM284.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/284.jpg,https://sfplanninggis.org/pim?search=3561/060
"MULTIPOLYGON (((-122.43512572577151 37.7500252927332, -122.43521194737338 37.75002009195384, -122.43524217088941 37.750332254729926, -122.43496626068429 37.750348897583706, -122.43493603986627 37.75003673480762, -122.43502226056876 37.75003153402821, -122.43512572577151 37.7500252927332)))",0857001A,Carnegie Noe Valley/Sally Brunn Branch Library,451-455 Jersey Street,259,2008,https://sfplanninggis.org/docs/landmarks_and_districts/LM259.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/259.jpg,https://sfplanninggis.org/pim?search=0857/001A
"MULTIPOLYGON (((-122.40434038260247 37.76964388715584, -122.40413883014281 37.76965652892579, -122.40405038092024 37.76867001490939, -122.4047389711265 37.768628599330555, -122.40481663567908 37.769423789776226, -122.40434038260247 37.76964388715584)))",3910001,"Dunham, Carrigan & Hayden Building",2 Henry Adams Street,283,2019,https://sfplanninggis.org/docs/landmarks_and_districts/LM283.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/283.jpg,https://sfplanninggis.org/pim?search=3910/001
"MULTIPOLYGON (((-122.45845662267493 37.781731029963225, -122.4587297512769 37.78171891969254, -122.45880805794542 37.78279953786853, -122.45839719277615 37.782817158285354, -122.4583984113575 37.78283385779645, -122.45798377533089 37.78285163829264, -122.45790384088946 37.78175554008624, -122.45838752416483 37.781734094852766, -122.45845662267493 37.781731029963225)))",1061049,Theodore Roosavelt Middle School,460 Arguello Boulevard,285,2019,https://sfplanninggis.org/docs/landmarks_and_districts/LM285.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/285.jpg,https://sfplanninggis.org/pim?search=1061049
"MULTIPOLYGON (((-122.409370066875 37.75016554020766, -122.40971495777899 37.7501447946467, -122.40976588009119 37.7506788057824, -122.4094209846906 37.75069955044404, -122.40907813974428 37.750720170099896, -122.40902722372732 37.75018615986352, -122.409370066875 37.75016554020766)))",4273008,Sunshine School,2728 Bryant Street,286,2019,https://sfplanninggis.org/docs/landmarks_and_districts/LM286.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/286.jpg,https://sfplanninggis.org/pim?search=4273008
"MULTIPOLYGON (((-122.40255696942853 37.79389602168419, -122.40259046198014 37.79405864519049, -122.40269297390154 37.794045578940484, -122.40270972107669 37.794126890243945, -122.40272591966539 37.7942055449501, -122.402555920819 37.794227212316116, -122.40252297595447 37.7940672463065, -122.40250161885456 37.79406996765505, -122.40246812630289 37.79390734504807, -122.40255696942853 37.79389602168419)))",0228011,PG&E Old Station J,565-569 Commercial Street,142,1981,https://sfplanninggis.org/docs/landmarks_and_districts/LM142.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/142.jpg,https://sfplanninggis.org/pim?search=0228/011
"MULTIPOLYGON (((-122.39011688678482 37.75831151566405, -122.3901554182379 37.75872233137062, -122.38981049315964 37.758743132689574, -122.38946874268822 37.75876374335223, -122.38943056736667 37.75835290606193, -122.38977196170657 37.75833231788232, -122.39011688678482 37.75831151566405)))",4107006,The Potrero School,1060 Tennessee Street,138,1981,https://sfplanninggis.org/docs/landmarks_and_districts/LM138.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/138.jpg,https://sfplanninggis.org/pim?search=4107/006
"MULTIPOLYGON (((-122.43453000405634 37.74523326690189, -122.43456408206663 37.74554475878375, -122.43447785596817 37.74554991999298, -122.43444377795788 37.74523841372195, -122.43453000405634 37.74523326690189)))",6.60404e+006,Lyon Martin House,651 Duncan Street,292,2021,https://sfplanninggis.org/docs/landmarks_and_districts/LM292.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/292.jpg,https://sfplanninggis.org/pim?search=6604036
"MULTIPOLYGON (((-122.41015995401858 37.787973653261645, -122.40992675081878 37.78800333358714, -122.40977305308382 37.78725522624785, -122.40835813531959 37.787436401868604, -122.40812734859816 37.78746931076023, -122.40672169295169 37.78764729468702, -122.40649416267536 37.78767608288507, -122.40518444760409 37.78784172361679, -122.40525016826058 37.7881653419571, -122.4052694398327 37.78826023931873, -122.40533551392275 37.78858560144448, -122.40664434585977 37.78842158578772, -122.40664422085399 37.78842067387512, -122.40828081430806 37.78821467156996, -122.40851215770982 37.78818447143635, -122.40992675081878 37.78800333358714, -122.40995390494868 37.78819072172456, -122.40854084068718 37.7883701256809, -122.40855104259646 37.788436154804856, -122.408690963617 37.789117052210315, -122.4086913476275 37.789117002747616, -122.41010775017241 37.78893738924927, -122.4101449362397 37.78912404623787, -122.40872929182325 37.7893035644081, -122.4085003963761 37.789332214110516, -122.407088042579 37.789511293411636, -122.40682565458019 37.78957550860298, -122.40592617425347 37.7896901910496, -122.40591975399337 37.78965902234614, -122.40555212013413 37.789705893212556, -122.40529982882396 37.78973775439397, -122.40399057060824 37.78990466316981, -122.40414371885743 37.79064822713411, -122.40388782396383 37.79067980412981, -122.40381815078695 37.79034152234351, -122.40380182269587 37.79026224440719, -122.40373483399532 37.78993699919329, -122.40258158027564 37.79008400327427, -122.40252178525208 37.790091625028595, -122.40231534767508 37.7901179391917, -122.40210334509322 37.79014571205511, -122.40069235826564 37.790325547685995, -122.40065398689188 37.790139204560774, -122.40206345026792 37.78995956588142, -122.40227879473048 37.78993286860714, -122.40369636459548 37.78975217412369, -122.40362798284502 37.789420153417495, -122.40361123477055 37.789338841214715, -122.40354223428659 37.789003809578276, -122.4021242309484 37.789182332199005, -122.40210394763898 37.788993771345645, -122.40352221088125 37.78881521365133, -122.40338111534612 37.78807011274563, -122.40316853539952 37.78809736580092, -122.40358541163732 37.787765751588324, -122.40360204459859 37.78785359017121, -122.40489726799444 37.78768752406012, -122.40474462876153 37.78693534638927, -122.40461687556825 37.786951501810506, -122.40495467711656 37.78668483213943, -122.40496127274446 37.78671733993343, -122.40627100310422 37.78655169920171, -122.406121069032 37.78580477537025, -122.40605971818138 37.785812462775084, -122.40634298124348 37.78558903610525, -122.4077205177876 37.78541636807108, -122.40795215706629 37.785386962038785, -122.40855028896459 37.78531183177574, -122.40876732595126 37.78528457062657, -122.40936203772776 37.78520986574284, -122.40921385193764 37.78445837785199, -122.40861918422786 37.78453328058657, -122.40840216522764 37.78456061637951, -122.4078040782955 37.78463594539272, -122.4075723967486 37.78466512299718, -122.40751389405085 37.784672491142715, -122.40779475502382 37.784445417722, -122.4083519848561 37.7843752337302, -122.40870184991036 37.784331166949926, -122.40917177086044 37.784271976270816, -122.40902340340728 37.78353247184623, -122.40893654868268 37.78354365581521, -122.40922591274557 37.78331511829822, -122.40925929198266 37.78350209904278, -122.40940779073685 37.78424224738194, -122.40944601192382 37.784428605795654, -122.40959257443768 37.78517184870202, -122.40963264193277 37.78535878358116, -122.40978287997586 37.78610660223802, -122.40982025580007 37.786292484011085, -122.40997353265232 37.78704051940457, -122.410006835447 37.78722836709562, -122.41015995401858 37.787973653261645), (-122.40508239073966 37.78861748420968, -122.40499794260086 37.788203880604726, -122.40493043858879 37.78787146869348, -122.40363683756988 37.78803732706115, -122.40369989443451 37.78837030914258, -122.40371597341334 37.78845170588164, -122.40377910222372 37.7887850665777, -122.40508239073966 37.78861748420968), (-122.40526114628477 37.789552428401976, -122.40510729566506 37.78880549827528, -122.40379923174908 37.78897369488027, -122.40395278109588 37.789719222963924, -122.40526114628477 37.789552428401976), (-122.4095482171764 37.786137707988985, -122.40939902234692 37.78539507392367, -122.40798339142026 37.78557289237523, -122.4081320205762 37.78631378625238, -122.4095482171764 37.786137707988985), (-122.40649589926625 37.786523253645385, -122.40790526011955 37.78634499182806, -122.4077557873996 37.78559987383528, -122.40634601375746 37.78577658072476, -122.40649589926625 37.786523253645385), (-122.40973799121525 37.78706732279886, -122.40958578635485 37.78632451066778, -122.4081731195937 37.78650015006201, -122.40832250507947 37.787248572164, -122.40973799121525 37.78706732279886), (-122.40689806709202 37.788578283661025, -122.40535995479797 37.7887704993592, -122.40551427756179 37.789519705670045, -122.40846219227626 37.78914643665888, -122.40832252306592 37.78846726055576, -122.408308624943 37.78839967920197, -122.40689785844933 37.788576797980966, -122.40689806709202 37.788578283661025), (-122.40668301221115 37.7874603607072, -122.40809563670416 37.78728154310886, -122.40794577457774 37.78653072701161, -122.40653204391862 37.78670949424793, -122.4063087638383 37.78673753331066, -122.40499898491515 37.786903179438355, -122.40515140021688 37.78765423835256, -122.40645980317726 37.787488763096064, -122.40668301221115 37.7874603607072)))",,The Golden Triangle Light Standards,"Along the streets bounded by Market, and Sutter Streets",233,2003,https://sfplanninggis.org/docs/landmarks_and_districts/LM233.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/233.jpg,https://sfplanninggis.org/pim
"MULTIPOLYGON (((-122.43633982312423 37.72184513534489, -122.43638432607571 37.721786273817656, -122.43647333017998 37.72166855436046, -122.43654739834369 37.72170394807887, -122.43679679563553 37.721823126236416, -122.43661877933312 37.722058563352164, -122.43637442903656 37.72194179717633, -122.43629532107212 37.72190399507343, -122.43633982312423 37.72184513534489)))",6084021,Royal Baking Company,4767-4773 Mission Street,290,2021,https://sfplanninggis.org/docs/landmarks_and_districts/LM290.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/290.jpg,https://sfplanninggis.org/pim?search=6084021
"MULTIPOLYGON (((-122.43076586375349 37.78688190327733, -122.43053649975957 37.786911049405546, -122.43046153587107 37.7865381428212, -122.43069089896574 37.78650899759231, -122.43076586375349 37.78688190327733)))",0676071,Japanese YWCA/Issei Women's Building,1830 Sutter Street,291,2021,https://sfplanninggis.org/docs/landmarks_and_districts/LM291.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/291.jpg,https://sfplanninggis.org/pim?search=0676035
"MULTIPOLYGON (((-122.40814668761942 37.80066315478092, -122.40817135692248 37.800786555255456, -122.4081730656344 37.80078634121679, -122.40818092930635 37.80082567126789, -122.40820207596494 37.800931454922875, -122.40822322262352 37.80103723857786, -122.40810345990667 37.801052225779756, -122.40802860303751 37.8006777705628, -122.40814668761942 37.80066315478092)))",0103009,Paper Doll Bar,524 Union Street,287,2019,https://sfplanninggis.org/docs/landmarks_and_districts/LM287.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/287.jpg,https://sfplanninggis.org/pim?search=0103009
"MULTIPOLYGON (((-122.43613110126921 37.762055792640865, -122.43632918234579 37.76195293717848, -122.43635511069971 37.76221669304607, -122.43636572269986 37.76232463867126, -122.43638316055433 37.76249985988079, -122.43602917840377 37.762521154927526, -122.43533819240355 37.762819168669864, -122.43504043586734 37.76291351294839, -122.43353719658427 37.764099844632256, -122.43325237409772 37.76433742663107, -122.43298522688661 37.76453638904326, -122.43126898857287 37.765893687244045, -122.43091189926463 37.76617608515835, -122.42910893303076 37.76760187572614, -122.42882559442558 37.7678259328207, -122.42772043285163 37.76869984811964, -122.42756961924243 37.76881910361891, -122.42670332389918 37.76950410912747, -122.42640108244393 37.76974393763277, -122.42521964756861 37.77067761557964, -122.42480394404669 37.77100613522509, -122.4240556028837 37.77159751411415, -122.42376266671363 37.77182900500475, -122.42335931358139 37.77214774991887, -122.42231045226549 37.77297657860635, -122.42191762299979 37.773286990402426, -122.42141424637026 37.773684752449526, -122.42126742665033 37.77380076499344, -122.4208562620068 37.774125656773776, -122.42046994203412 37.77443091185722, -122.4194871044462 37.77520749532977, -122.41906366585539 37.77554206291603, -122.41792959467494 37.77643809973864, -122.41759165912765 37.77670509856159, -122.41655680205469 37.77752270910588, -122.4161492041224 37.77784555223059, -122.41513825192868 37.778642151014594, -122.41473332768084 37.77896136717351, -122.41375316377741 37.779736432590425, -122.41318284161474 37.78018740392571, -122.41275353494757 37.780526863823866, -122.41256967844782 37.780672241031255, -122.4121237550072 37.78102483372925, -122.4118260533296 37.7812602240802, -122.41066867981561 37.78217532742957, -122.41037981757444 37.78240374713539, -122.40922591274557 37.78331511829822, -122.40893654868268 37.78354365581521, -122.40831959037672 37.78403092019096, -122.40811722492987 37.78419074230908, -122.40749323752283 37.784679771154686, -122.40634472143165 37.78558766194118, -122.40605940611658 37.785812707390676, -122.40495467711656 37.78668483213943, -122.40461687556825 37.786951501810506, -122.40358541163732 37.787765751588324, -122.40316853539952 37.78809736580092, -122.40267801277997 37.788485026662784, -122.40209379878968 37.78894672421211, -122.40172477997453 37.78923781317468, -122.40064414381209 37.79009140469469, -122.40028141575465 37.79037791790671, -122.39960611662889 37.79091131570482, -122.39884330087756 37.791512689659044, -122.39856970193011 37.79172869242535, -122.39836263482766 37.79189388889199, -122.39768507660489 37.792428085288066, -122.39732531990751 37.79271016574171, -122.39649374019388 37.793354986843326, -122.39587671084143 37.793844171271644, -122.39500858807577 37.794527273814765, -122.39481014637107 37.7946834222023, -122.39451722728813 37.79444979722052, -122.39471997224882 37.79429026468409, -122.39539148163146 37.7937618743112, -122.39559422389425 37.79360233997613, -122.39627032971185 37.79307031724147, -122.3964727284336 37.79291051131122, -122.39715345316921 37.79238266322949, -122.39735599937978 37.79222297600967, -122.39803114472147 37.79169068437773, -122.39823249393436 37.79153004297723, -122.3989150937565 37.79099114042896, -122.39911809862127 37.7908318066427, -122.40113845527537 37.789235969564515, -122.40134116516253 37.789076418142315, -122.40184427559274 37.78867882336914, -122.40201592559441 37.788543171430376, -122.40269363670188 37.78800758018582, -122.4027794608034 37.78793975601508, -122.40326775310422 37.787553854227156, -122.40356655015609 37.7873158099768, -122.4045536397386 37.78653658699403, -122.40559440985402 37.785714960976804, -122.40579686163574 37.78555521260313, -122.4078211312401 37.78395803373644, -122.4080245192161 37.783799029102056, -122.41005053620319 37.782198881573265, -122.41025278114085 37.78203897671756, -122.4122759625655 37.78043928964166, -122.41247819940929 37.78027938208794, -122.41449600468678 37.77868383099417, -122.41469858956816 37.77852420402894, -122.41605214389125 37.777457646753135, -122.41625368915635 37.77729719241165, -122.41725757537671 37.77650405511821, -122.41745375438717 37.77634905696357, -122.41845906423436 37.77555476404126, -122.41865523874816 37.7753997649873, -122.41899818172061 37.775128798355524, -122.41939184016121 37.774817757033986, -122.42020338837557 37.77417642979856, -122.42108218069797 37.773482127098646, -122.42118026165963 37.77340462442402, -122.42168937866182 37.77300232709587, -122.42189902681855 37.772836663881094, -122.42272556493276 37.772183527647826, -122.42339924078226 37.77165117126469, -122.42369625987442 37.771416455405245, -122.42389361429878 37.77126049587531, -122.42402265262325 37.77115852264785, -122.42453532014883 37.77075338526066, -122.42480142234768 37.77054309229004, -122.42577567410797 37.76977315840469, -122.42607625721342 37.769534777807905, -122.42660216905477 37.76911893219312, -122.42699239118582 37.76881037300046, -122.4281850522982 37.767867280950384, -122.42842634939643 37.7676764717919, -122.42879516226685 37.76738482614894, -122.429061399364 37.76717428856273, -122.43039067558914 37.76612309710339, -122.43063204013646 37.765932221395076, -122.43087043332372 37.765743693816546, -122.43113649055653 37.765533285732715, -122.43259468639559 37.76438006708656, -122.43289637656642 37.76414146615588, -122.43294375015387 37.764103997701454, -122.43320979659472 37.763893586919664, -122.43485690672077 37.76259087127181, -122.43536061609944 37.762302213176724, -122.43589738185858 37.7620702762224, -122.43613110126921 37.762055792640865)))",,Path Of Gold Light Standards,1-2490 Market Street,200,1991,https://sfplanninggis.org/docs/landmarks_and_districts/LM200.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/200.jpg,https://sfplanninggis.org/pim
"MULTIPOLYGON (((-122.45961357710479 37.76272973468963, -122.45964587805474 37.76271588692879, -122.45967153391405 37.76270874181512, -122.4596610927851 37.76268523083888, -122.45957248528185 37.762485575948745, -122.45967123084256 37.762458072881884, -122.45967971144944 37.76247715199912, -122.45971654857976 37.76246630797385, -122.45975289557958 37.7625440363783, -122.45977032713881 37.76253892013523, -122.45973960270044 37.76247127582889, -122.45985949671831 37.762436938813835, -122.45988850255225 37.76250071873335, -122.45989691930731 37.762498409274315, -122.45990532257247 37.762496096218, -122.4598630742214 37.762400724913675, -122.45996373623734 37.76237268764959, -122.46001487978276 37.76248793217246, -122.46003923971904 37.76248115128425, -122.46008871322346 37.76259259167489, -122.4601406283872 37.76257813687164, -122.46013208572708 37.76256130605958, -122.46016672221634 37.7625525601527, -122.46017496000633 37.76256857887694, -122.46026016177694 37.762544858358694, -122.4601605762495 37.762320115081366, -122.46015521808874 37.76232163133835, -122.4601522584199 37.76231503481114, -122.45994541255067 37.76237291697669, -122.4599355955512 37.76235083772116, -122.46014235868279 37.76229298163594, -122.46013592133562 37.762278532228606, -122.46014695062121 37.762275334239405, -122.46016466906411 37.7622701964126, -122.46016803072996 37.762269220648136, -122.46014705314388 37.76222254133734, -122.46018865668105 37.762210706259225, -122.46020964775693 37.762257424240886, -122.46021557878584 37.76225579197137, -122.46023179985758 37.76225132863607, -122.460241940613 37.76224853714041, -122.46024540210351 37.76225615259949, -122.46025078544528 37.76226805602613, -122.46029948733138 37.76225475415373, -122.46030301267382 37.762261419928734, -122.46030603169794 37.76226981510001, -122.4602939843798 37.76227315608145, -122.46034934934289 37.76239546387973, -122.46033378477625 37.7623999101279, -122.46036443636956 37.762469026624444, -122.46036714422826 37.76245335683711, -122.46038026713552 37.76242814434352, -122.46041098977526 37.76239937503129, -122.46045020201512 37.76238799411078, -122.46049215269062 37.76238550029075, -122.46052877038636 37.76239573367633, -122.46056082492203 37.76241378936504, -122.46057651629309 37.76243552058298, -122.46058238167149 37.76245303577912, -122.46058744305594 37.76245155729367, -122.46059098728415 37.762451459267595, -122.4605897983804 37.762438294092135, -122.46058371896339 37.76243853241249, -122.46057018776384 37.762219030384074, -122.46058425226136 37.76221841524779, -122.46058346985114 37.76220505402017, -122.46067098018148 37.7622012930554, -122.46067189569135 37.76221496185116, -122.46069165109873 37.7622141839376, -122.46070501322566 37.76242883772085, -122.46071533744276 37.76242822977912, -122.46072203829135 37.76252685842792, -122.46054095530076 37.762578073919144, -122.4605387501631 37.7625731663187, -122.46048380428402 37.76258886128704, -122.46048578459119 37.762593631291224, -122.4602457771208 37.76266149503209, -122.4602439254167 37.762657380633755, -122.46019039956718 37.76267267090719, -122.46019204802451 37.76267666119912, -122.45995150365889 37.762744758763745, -122.45994996671749 37.762741347635256, -122.4598964336734 37.76275663880796, -122.45989782402529 37.7627600139636, -122.45965779317254 37.762827961341486, -122.45961357710479 37.76272973468963), (-122.4598718767856 37.762652958667275, -122.4598640562811 37.76263754698533, -122.45989869816628 37.76262878578996, -122.45990620930405 37.76264339977325, -122.45996357795667 37.762627431410976, -122.45991507661938 37.76251808194405, -122.45990553930909 37.76252070706511, -122.45989847693306 37.762522651399365, -122.45990743597929 37.76254242839053, -122.45978752757225 37.76257677260014, -122.4597789093691 37.762557804099515, -122.45977302420562 37.76255953169715, -122.45976169184848 37.762562855591455, -122.45976214510682 37.762563914992825, -122.45974744568798 37.7625682533224, -122.45976387810038 37.762605245136115, -122.45976836841538 37.76260168112282, -122.45978218739793 37.76259872595057, -122.45979599199137 37.76260165144521, -122.4598061066664 37.76260966080736, -122.45980982266508 37.76262061005326, -122.45980614443795 37.762631561097805, -122.4597960135751 37.76263960463422, -122.45978217840474 37.76264256969898, -122.45978030601623 37.76264217309796, -122.45979465829674 37.762674450665486, -122.4598718767856 37.762652958667275)))",2634A011,"""History of Medicine in California"" Frescoes at UC Hall",533 Parnassus Avenue,289,2020,https://sfplanninggis.org/docs/landmarks_and_districts/LM289.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/289.jpg,https://sfplanninggis.org/pim?search=2634A011
"MULTIPOLYGON (((-122.41773617928118 37.804050850566455, -122.41679499829047 37.804169143791114, -122.41664420536569 37.80342584063021, -122.41758476672351 37.80330528471126, -122.41764671202606 37.803610312266244, -122.41766046625742 37.80367803931023, -122.41767973872885 37.80377293667186, -122.41773617928118 37.804050850566455)))",0049001,The Making of a Fresco Showing the Building of a City,800 Chestnut Street,294,2021,https://sfplanninggis.org/docs/landmarks_and_districts/LM294.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/294.jpg,https://sfplanninggis.org/pim?search=0049/001
